,Description,URL,GameName
550,If My Heart Had Wings is an animated visual novel presenting a lovely and bittersweet tale of youth. Take on the role of Aoi Minase in this romantic-comedy as he meets various young girls in his hometown and works together with them to revive their school’s glider-flying “Soaring Club” in order to realize their shared dream of flight.,https://store.steampowered.com/app/326480/If_My_Heart_Had_Wings/,If My Heart Had Wings
551,"Shoot! Dodge! and... Get Hit!? ""Ikaruga"" is a vertical shoot 'em up that features an unique polarity-switching gameplay. Switch the ship's polarity and ""get hit and absorb"" enemy bullets! Achieve High Score with the chain bonus!",https://store.steampowered.com/app/253750/Ikaruga/,Ikaruga
552,"The emotional journey of four developers as they sacrifice money, health and sanity to realize their lifelong dreams of sharing their games with the world.",https://store.steampowered.com/app/207080/Indie_Game_The_Movie/,Indie Game: The Movie
553,"Infestation is a Survival Horror MMO that immerses players in a zombie-infested, post-apocalyptic world in which a viral outbreak has decimated the human population leaving in its wake, a nightmare of epic proportion.",https://store.steampowered.com/app/226700/Infestation_Survivor_Stories_2020/,Infestation: Survivor Stories 2020
554,"The New Z is a FREE TO PLAY multi-game mode experience. SURVIVE with friends and gather loot, stash and trade. Go into wars against other groups in a massive OPEN WORLD or face them 5 v 5 in COMPETITIVE.",https://store.steampowered.com/app/555570/Infestation_The_New_Z/,Infestation: The New Z
555,"Command a team of 5 elite soldiers against an alien horde of 100,000. Surrounded on all sides, you must outmaneuver and outsmart the enemy.",https://store.steampowered.com/app/204530/Infested_Planet/,Infested Planet
556,"Infinity Wars is a genuine free-to-play trading card game. Play with fully animated cards in 3D battlefields, and assemble decks from over 800 cards and 8 stylized factions. Explore the strategic depth of simultaneous gameplay and compete in a number of PvP game modes and an extensive PvE campaign.",https://store.steampowered.com/app/257730/Infinity_Wars_Animated_Trading_Card_Game/,Infinity Wars - Animated Trading Card Game
557,Influent is a Language Learning Game focused on vocabulary acquisition and pronunciation that gives players the freedom to choose the words they want to learn without the need for pencils or books!,https://store.steampowered.com/app/274980/Influent/,Influent
558,"Injustice: Gods Among Us Ultimate Edition enhances the bold new franchise to the fighting game genre from NetherRealm Studios. Featuring six new playable characters, over 30 new skins, and 60 new S.T.A.R. Labs missions, this edition packs a punch.",https://store.steampowered.com/app/242700/Injustice_Gods_Among_Us_Ultimate_Edition/,Injustice: Gods Among Us Ultimate Edition
559,Been looking for the thrill? Then you've come to the right place! Insanity Clicker is a time-killer game full of horror and fear that will make you tremble in a couple of minutes!,https://store.steampowered.com/app/393530/Insanity_Clicker/,Insanity Clicker
560,"Insurgency: Sandstorm is a team-based, tactical FPS based on lethal close quarters combat and objective-oriented multiplayer gameplay. Experience the intensity of modern combat where skill is rewarded, and teamwork wins the fight.",https://store.steampowered.com/app/581320/Insurgency_Sandstorm/,Insurgency
561,"""This is some of the most fun I've had with a game so far this year, and it will go down as one of the best side-scrolling shooters of all time."" - 9/10, Destructoid",https://store.steampowered.com/app/214970/Intrusion_2/,Intrusion 2
562,"Iron Snout is a fast, colorful and brutal fighting game in which you will be helping a piglet fight for its life against hordes of wolves.",https://store.steampowered.com/app/424280/Iron_Snout/,Iron Snout
563,"In Istrolid you design your own unique spaceships from a large number of parts to fit your strategy and play style. With no set units or factions you are free to create a fleet where each ship has its own balanced strengths and weaknesses, from basic fighters and bombers to hulking battleships and speedy destroyers.",https://store.steampowered.com/app/449140/Istrolid/,Istrolid
564,"Adventuress Ittle Dew and her sidekick Tippsie crash onto a strange island, filled with loot and mysterious inhabitants. It quickly dawns on the duo that this might become their biggest adventure yet.Ittle Dew boils down the classic adventure formula until there is only fun left.",https://store.steampowered.com/app/241320/Ittle_Dew/,Ittle Dew
565,Step into the role of an aspiring martial-arts master and follow the path of the open palm or the closed fist.,https://store.steampowered.com/app/7110/Jade_Empire_Special_Edition/,Jade Empire: Special Edition
566,"Set sail for 17th-century British Colonial Mars in Jamestown+: a cooperative shoot-em-up for 1-4 brave souls, designed to be exciting for players of all skill levels.",https://store.steampowered.com/app/377950/Jamestown/,Jamestown
567,"Jazzpunk is a comedy adventure set in an alternate reality Cold War World, plagued with corporate espionage, CyberCrime, and sentient martinis. Gameplay is inspired by spoof comedy films and cartoons of yesteryear, with a focus on weird gadgets, exotic locales, and open-world style exploration.",https://store.steampowered.com/app/250260/Jazzpunk_Directors_Cut/,Jazzpunk: Director's Cut
568,A Role-Playing Game where you can play as Jesus Christ and the Apostles in turn-based battles,https://store.steampowered.com/app/449040/Jesus_Christ_RPG_Trilogy/,Jesus Christ RPG Trilogy
569,"Tag, grind, and trick to the beat in SEGA’s hit game Jet Set Radio!",https://store.steampowered.com/app/205950/Jet_Set_Radio/,Jet Set Radio
570,Jets'n'Guns is a heavy piece of ground shaking rock blasting action with graphics and special effects that will blow you eyes out! Enjoy yourself in almost-insane action adventure of saving the universe from the deadly threat of more than 270 unique monsters in the campaign of 43 levels.,https://store.steampowered.com/app/262260/JetsnGuns_Gold/,Jets'n'Guns Gold
571,Jigoku Kisetsukan is a bullet hell shootergame with anime-style drawings and chip music.,https://store.steampowered.com/app/368950/Jigoku_Kisetsukan_Sense_of_the_Seasons/,Jigoku Kisetsukan: Sense of the Seasons
572,"In a world where robots have replaced all human jobs, step into the ""Job Simulator"" to learn what it was like 'to job'.",https://store.steampowered.com/app/448280/Job_Simulator/,Job Simulator
573,Jurassic World Evolution 2 is the much-anticipated sequel to Frontier’s highly successful Jurassic World Evolution. This bold new era in the Jurassic World Evolution game franchise builds upon the ground-breaking and immersive 2018 management simulation.,https://store.steampowered.com/app/1244460/Jurassic_World_Evolution_2/,Jurassic Park: The Game
574,"With over 1000 km² of complete freedom from sky to seabed, Rico Rodriguez returns to unleash chaos in the most creative and explosive ways imaginable.",https://store.steampowered.com/app/225540/Just_Cause_3/,Just Cause
575,Dive into an adrenaline-fuelled free-roaming adventure with 400 square miles of rugged terrain and hundreds of weapons and vehicles.,https://store.steampowered.com/app/8190/Just_Cause_2/,Just Cause 2
576,"JC2-MP is a project to bring multiplayer to Just Cause 2 in all of its magnificent glory. Imagine the chaos of normal Just Cause 2, then extending it out to dozens, hundreds, and even thousands of players.",https://store.steampowered.com/app/259080/Just_Cause_2_Multiplayer_Mod/,Just Cause 2: Multiplayer Mod
577,The most terrifying journey of your life set in the beautiful winter scenery of the Ural Mountains. Uncover the horrific mystery behind the Dyatlov Pass Incident. Narrated by the famous Sean Bean.,https://store.steampowered.com/app/343710/Kholat/,KHOLAT
578,Enter the lost world of Kairo. Explore vast abandoned monuments. Bring strange and ancient machinery back to life. Slowly uncover the true purpose of Kairo and fulfil a great destiny.Kairo is an atmospheric 3D exploration and puzzle solving game.,https://store.steampowered.com/app/233230/Kairo/,Kairo
579,"Pure adrenaline of non-stop action in Single Player, Online Co-op and Multiplayer. Double the pleasure and mayhem with new multiplayer DLCs! (click for details)",https://store.steampowered.com/app/28000/Kane__Lynch_2_Dog_Days/,Kane & Lynch 2: Dog Days
580,"KENTUCKY ROUTE ZERO is a magical realist adventure game about a secret highway running through the caves beneath Kentucky, and the mysterious folks who travel it.",https://store.steampowered.com/app/231200/Kentucky_Route_Zero_PC_Edition/,Kentucky Route Zero
581,"Kerbal Space Program 2 is the sequel to the acclaimed space-flight simulation game Kerbal Space Program. Enter the next generation of space exploration with exciting new parts, stunning visuals, colony building, interstellar travel, enhanced modding, and multiplayer.",https://store.steampowered.com/app/954850/Kerbal_Space_Program_2/,Kerbal Space Program
582,"Dead by Daylight is a multiplayer (4vs1) horror game where one player takes on the role of the savage Killer, and the other four players play as Survivors, trying to escape the Killer and avoid being caught and killed.",https://store.steampowered.com/app/381210/Dead_by_Daylight/,Killer is Dead
583,"6-player co-op Zed-slaughtering mayhem. And now, 12-player Versus Survival mode, too - now you can BE the Zeds!",https://store.steampowered.com/app/232090/Killing_Floor_2/,Killing Floor
584,"6-player co-op Zed-slaughtering mayhem. And now, 12-player Versus Survival mode, too - now you can BE the Zeds!",https://store.steampowered.com/app/232090/Killing_Floor_2/,Killing Floor 2
585,"Kinetic Void is a 3D space adventure with a focus on customization and enjoyable space simulation. The shipyard allows players to construct their ship piece by piece. Ships can be as simplistic as a cockpit, a hull, a engine and a gun, or as complex as a player wants.",https://store.steampowered.com/app/227160/Kinetic_Void/,Kinetic Void
586,"Would you enjoy building CASTLES, traps and siege machines in MULTIPLAYER? And then undermine your opponents castle and collapse it with 2D PHYSICS & DESTRUCTION?",https://store.steampowered.com/app/219830/King_Arthurs_Gold/,King Arthur's Gold
587,,https://store.steampowered.com/app/1157390/King_Arthur_Knights_Tale/,King's Quest
588,"Command your troops through an epic (mis)adventure as you defend exotic lands from dragons, man-eating plants, and ghastly denizens of the underworld -all with flashy new towers, levels, heroes, and more goodies to help you crush your foes in this Fantasy Action Tower Defense game!",https://store.steampowered.com/app/458710/Kingdom_Rush_Frontiers__Tower_Defense/,Kingdom Rush
589,"Conqueror's Blade gives you a chance to be a true warlord. Commanding medieval troops in epic 15 vs. 15 siege battles, conquering cities with allies in the open world or fighting against players from all over the world – it's you who make the choice.",https://store.steampowered.com/app/835570/Conquerors_Blade/,Kingdom Wars
590,"Kingdom is a 2D sidescrolling strategy/resource management hybrid with a minimalist feel wrapped in a beautiful, modern pixel art aesthetic.",https://store.steampowered.com/app/368230/Kingdom_Classic/,Kingdom: Classic
591,Kingdom: New Lands builds upon the award-winning gameplay and mystery of Kingdom by introducing an abundance of new content to the IGF-nominated title while maintaining the simplicity and depth that legions of monarchs have come to experience and enjoy.,https://store.steampowered.com/app/496300/Kingdom_New_Lands/,Kingdom: New Lands
592,"The minds of New York Times bestselling author R.A. Salvatore, Spawn creator Todd McFarlane, and Elder Scrolls IV: Oblivion lead designer Ken Rolston have combined to create Kingdoms of Amalur: Reckoning, a new role-playing game set in a world worth saving.",https://store.steampowered.com/app/102500/Kingdoms_of_Amalur_Reckoning/,Kingdoms of Amalur: Reckoning™
593,The Great Battle between Karus and El Morad has arrived to Steam! Pledge allegiance to one of the Nations and put your skills to the test in one of the best PvP system in the MMORPG universe!,https://store.steampowered.com/app/389430/Knight_Online/,Knight Online
594,"Set out on a grand adventure in this turn-based, retro style, pixel-art RPG, inspired by the great titles of the 90's. Take on the roles of in-game players taking on the roles of their characters in a traditional pen and paper RPG session in the ultimate meta roleplaying experience.",https://store.steampowered.com/app/231740/Knights_of_Pen_and_Paper_1_Edition/,Knights of Pen and Paper +1
595,L.A. Noire is a violent crime thriller that blends breathtaking action with true detective work to deliver an unprecedented interactive experience. This complete edition of L.A. Noire includes the complete original game and all previously released downloadable content.,https://store.steampowered.com/app/110800/LA_Noire/,L.A. Noire
596,The Caped Crusader joins forces with the super heroes of the DC Comics universe and blasts off to outer space to stop the evil Brainiac from destroying Earth.,https://store.steampowered.com/app/313690/LEGO_Batman_3_Beyond_Gotham/,LEGO® Batman™ 3: Beyond Gotham
597,"Following the epic storylines of Jurassic Park, The Lost World: Jurassic Park and Jurassic Park III, as well as the highly anticipated Jurassic World, LEGO Jurassic World™ is the first videogame where players will be able to relive and experience all four Jurassic films.",https://store.steampowered.com/app/352400/LEGO_Jurassic_World/,LEGO® Jurassic World
598,"It's about TIME! Join your favorite Super Heroes and Super Villains from different eras and realities as they go head-to-head with the time-traveling Kang the Conqueror in the all-new, original adventure, LEGO® Marvel Super Heroes 2!",https://store.steampowered.com/app/647830/LEGO_Marvel_Super_Heroes_2/,LEGO® MARVEL Super Heroes
599,"The No. 1 LEGO® videogame franchise triumphantly returns with a fun-filled, humorous journey based on the blockbuster film. The game will also feature brand new story content from the Star Wars Universe that explores the time between Star Wars: Return of the Jedi and Star Wars: The Force Awakens.",https://store.steampowered.com/app/438640/LEGO_STAR_WARS_The_Force_Awakens/,LEGO® STAR WARS™: The Force Awakens
600,"Play through all nine Skywalker saga films in a game unlike any other. With over 300 playable characters, over 100 vehicles, and 23 planets to explore, a galaxy far, far away has never been more fun! *Includes classic Obi-Wan Kenobi playable character",https://store.steampowered.com/app/920210/LEGO_Star_Wars_The_Skywalker_Saga/,LEGO® Star Wars™: The Complete Saga
601,"Reclaim the Lost Kingdom brick by brick! Join Bilbo Baggins, Gandalf, Thorin and his company of Dwarves in an epic adventure across Middle-earth to recapture the Lonely Mountain in the most expansive LEGO game to date.",https://store.steampowered.com/app/285160/LEGO_The_Hobbit/,LEGO® The Hobbit™
602,"The Lord of the Rings™: Gollum™ is a story-driven action adventure. Take on a perilous journey as Gollum, chasing the only thing that is precious to him. Gollum is skillful and cunning, but also torn by his split personality. One mind, two egos – you decide!",https://store.steampowered.com/app/1265780/The_Lord_of_the_Rings_Gollum/,LEGO® The Lord of the Rings™
603,Lightning Returns is the concluding chapter of the Final Fantasy XIII saga and series heroine Lightning's final battle. The grand finale of the trilogy brings a world reborn as well as free character customization and stunning action based battles.,https://store.steampowered.com/app/345350/LIGHTNING_RETURNS_FINAL_FANTASY_XIII/,LIGHTNING RETURNS: FINAL FANTASY XIII
604,"Uncertain of his sister's fate, a boy enters LIMBO",https://store.steampowered.com/app/48000/LIMBO/,LIMBO
605,The miserable journey of a broken man...,https://store.steampowered.com/app/335670/LISA_The_Painful/,LISA
606,"Rise to the challenge and join the hunt! In Monster Hunter Rise, the latest installment in the award-winning and top-selling Monster Hunter series, you’ll become a hunter, explore brand new maps and use a variety of weapons to take down fearsome monsters as part of an all-new storyline.",https://store.steampowered.com/app/1446780/MONSTER_HUNTER_RISE/,LOVE
607,"The skies will be set aflame and the seas will overflow with wreckage in Vlambeer’s stylish arcade shooter LUFTRAUSERS! Select from over 125 combinations of weapons, bodies, and propulsion systems and take to the skies to battle enemy fighter planes, battleships, submarines, and rival aces for glory, honor, and high scores.",https://store.steampowered.com/app/233150/LUFTRAUSERS/,LUFTRAUSERS
608,Deceptively simple. Infinitely complex. LYNE is a minimalist puzzle game that will knot your brain as it calms your soul. Connect the shapes. Fill the board. Lose yourself in the interflowing paths of LYNE.,https://store.steampowered.com/app/266010/LYNE/,LYNE
609,"LA-MULANA is an “Archaeological Ruin Exploration Action Game,” bringing the classic appeal of adventure with the punishing difficulty of retro-inspired gaming. Search inside ancient ruins, seeking out the “Secret Treasure of Life” – which sleeps in the sprawling ruins of “LA-MULANA” and is said to be the beginning of all civilization.",https://store.steampowered.com/app/230700/LaMulana/,La-Mulana
610,"Take control of Lara and her new partner Totec, a Mayan tribesman, and uncover the ancient artifact known as the ""Mirror of Smoke"" in this all new action adventure game.",https://store.steampowered.com/app/35130/Lara_Croft_and_the_Guardian_of_Light/,Lara Croft and the Guardian of Light
611,Layers of Fear is a first-person psychedelic horror game with a heavy focus on story and exploration. Players take control of a painter whose sole purpose is to finish his Magnum Opus. The player must navigate through both a constantly changing Victorian-era mansion and ghastly visions of the painter’s fragile and crumbling psyche.,https://store.steampowered.com/app/391720/Layers_of_Fear/,Layers of Fear
612,Lead and Gold: Gangs of the Wild West is a third-person shooter that delivers an intense team-based multiplayer experience. Relive the violent era of the Wild West with adrenaline-fueled action and fast-paced gunfights. Engage in gritty battles in beautifully rendered classic Western settings.,https://store.steampowered.com/app/42120/Lead_and_Gold_Gangs_of_the_Wild_West/,Lead and Gold - Gangs of the Wild West
613,"The ideal introductory course to the Japanese language! Learn how to read and write Japanese characters (Hiragana) at a steady pace. A full-blown RPG specifically designed to keep you engaged. By playing along, you’re going to be introduced to the Japanese language like never before!",https://store.steampowered.com/app/438270/Learn_Japanese_To_Survive_Hiragana_Battle/,Learn Japanese To Survive - Hiragana Battle
614,"Set in the zombie apocalypse, Left 4 Dead 2 (L4D2) is the highly anticipated sequel to the award-winning Left 4 Dead, the #1 co-op game of 2008. This co-operative action horror FPS takes you and your friends through the cities, swamps and cemeteries of the Deep South, from Savannah to New Orleans across five expansive campaigns.",https://store.steampowered.com/app/550/Left_4_Dead_2/,Left 4 Dead
615,"Set in the zombie apocalypse, Left 4 Dead 2 (L4D2) is the highly anticipated sequel to the award-winning Left 4 Dead, the #1 co-op game of 2008. This co-operative action horror FPS takes you and your friends through the cities, swamps and cemeteries of the Deep South, from Savannah to New Orleans across five expansive campaigns.",https://store.steampowered.com/app/550/Left_4_Dead_2/,Left 4 Dead 2
616,"Sea of Thieves offers the essential pirate experience, from sailing and fighting to exploring and looting – everything you need to live the pirate life and become a legend in your own right. With no set roles, you have complete freedom to approach the world, and other players, however you choose.",https://store.steampowered.com/app/1172620/Sea_of_Thieves/,Legend of Dungeon
617,Use the Dungeon Editor to build entirely new adventures and challenges for other players to solve.,https://store.steampowered.com/app/207170/Legend_of_Grimrock/,Legend of Grimrock
618,"Legend of Grimrock 2 is a dungeon crawling role playing game with a modern execution but an oldschool heart. A group of four prisoners have shipwrecked on the secluded Isle of Nex. The island is filled with ancient crumbled ruins, mysterious shrines and a vast underground network of dungeons.",https://store.steampowered.com/app/251730/Legend_of_Grimrock_2/,Legend of Grimrock 2
619,"Apex Legends is the award-winning, free-to-play Hero Shooter from Respawn Entertainment. Master an ever-growing roster of legendary characters with powerful abilities, and experience strategic squad play and innovative gameplay in the next evolution of Hero Shooter and Battle Royale.",https://store.steampowered.com/app/1172470/Apex_Legends/,Legendary
620,"Lethal League is a competitive projectile fighting game where you have to hit an anti-gravity ball into the face of your opponent to win. The ball speeds up with every strike, up to explosively extreme velocities. Play intense local matches with friends and foes, challenge yourself in the singleplayer mode or battle it out online.",https://store.steampowered.com/app/261180/Lethal_League/,Lethal League
621,"Welcome to a world in which dragons are born from the desires of mankind. Each dragon is bestowed with unique powers in accordance with the specific desires of their human familiar. One mysterious stranger travels the land, accompanied by a young dragon graced with the power of eating lies.",https://store.steampowered.com/app/373770/LiEat/,LiEat
622,Play the first game where the Mage is a total badass!,https://store.steampowered.com/app/261760/Lichdom_Battlemage/,Lichdom: Battlemage
623,"Alex Chen hides her 'curse': the psychic power of Empathy, the ability to absorb the emotions of others. When her brother dies in a so-called accident, Alex must embrace her power to find the truth.",https://store.steampowered.com/app/936790/Life_is_Strange_True_Colors/,Life is Strange™
624,"PREMIER EDITION - While seeking life on a distant planet, an astronaut discovers an abandoned Russian town. He suspects his mission is a hoax until a mysterious young woman saves him from a strange and deadly phenomenon...",https://store.steampowered.com/app/261530/Lifeless_Planet_Premier_Edition/,Lifeless Planet
625,"Throw your toys into your fire, and play with them as they burn. An adventure that takes place almost entirely in front of a fireplace - about looking up up up out of the chimney, and the cold world just on the other side of the wall. From the creators of World of Goo and Human Resource Machine.",https://store.steampowered.com/app/221260/Little_Inferno/,Little Inferno
626,"In this original and adult psychological survival horror, the masked protagonist must escape from a city ravaged by disease, by any means necessary.",https://store.steampowered.com/app/209830/Lone_Survivor_The_Directors_Cut/,Lone Survivor: The Director's Cut
627,"Rule the world or die trying!Being a Princess is not an easy job. Being a Queen is even harder. Especially when you're only fourteen years old, and the reason you've inherited the throne is that your royal mother has just met an untimely end.Now power is up for grabs.",https://store.steampowered.com/app/251990/Long_Live_The_Queen/,Long Live The Queen
628,"Plunge into a dark fantasy Action-RPG, harnessing powerful magic alongside a satisfying combat system. When the tyrannical god, Adyr, invades the human realm seeking vengeance for his imprisonment, humanity calls upon an unlikely defender… a convicted sinner named Harkyn.",https://store.steampowered.com/app/265300/Lords_Of_The_Fallen/,Lords Of The Fallen
629,"Persecuted by ill fate, the elven nation land on a lost island. They'll need sharp blades as well as sharp minds to survive. An exciting hidden-object adventure game which tells the story of an ancient elven tribe forced to survive on a long-lost island.",https://store.steampowered.com/app/392950/Lost_Lands_A_Hidden_Object_Adventure/,Lost Lands: A Hidden Object Adventure
630,"Solve many tile sets, quests and adventures to get your prizes and collections. Help the elves to survive on the lost island.",https://store.steampowered.com/app/435030/Lost_Lands_Mahjong/,Lost Lands: Mahjong
631,"The extreme and unpredictable conditions that characterized the Lost Planet series return, harsher than ever before. Lost Planet 3 reveals new truths about the foreboding planet and the colonial history of E.D.N. III.",https://store.steampowered.com/app/226720/LOST_PLANET_3/,Lost Planet 3
632,Explore a neon galaxy in your very own battleship in this 1- to 4-player couch co-op adventure.,https://store.steampowered.com/app/252110/Lovers_in_a_Dangerous_Spacetime/,Lovers in a Dangerous Spacetime
633,"Equipped with supernatural powers, take control of Lucius as he begins his blood filled tour of horror through his own house.",https://store.steampowered.com/app/218640/Lucius/,Lucius
634,"MASSIVE CHALICE is a tactical strategy game set on an epic timeline from Double Fine Productions. As the Immortal Ruler of the nation, you'll take command of its heroes, forge heroic marriages to strengthen your Bloodlines, and battle a mysterious enemy known as the Cadence in a 300 year war.",https://store.steampowered.com/app/246110/MASSIVE_CHALICE/,MASSIVE CHALICE
635,"Ushering in a new era for the METAL GEAR franchise with cutting-edge technology powered by the Fox Engine, METAL GEAR SOLID V: The Phantom Pain, will provide players a first-rate gaming experience as they are offered tactical freedom to carry out open-world missions.",https://store.steampowered.com/app/287700/METAL_GEAR_SOLID_V_THE_PHANTOM_PAIN/,METAL GEAR RISING: REVENGEANCE
636,World-renowned Kojima Productions brings the Metal Gear Solid franchise to Steam with METAL GEAR SOLID V: GROUND ZEROES. Play as the legendary hero Snake and infiltrate a Cuban military base to rescue the hostages. Can you make it out alive?,https://store.steampowered.com/app/311340/METAL_GEAR_SOLID_V_GROUND_ZEROES/,METAL GEAR SOLID V: GROUND ZEROES
637,"Ushering in a new era for the METAL GEAR franchise with cutting-edge technology powered by the Fox Engine, METAL GEAR SOLID V: The Phantom Pain, will provide players a first-rate gaming experience as they are offered tactical freedom to carry out open-world missions.",https://store.steampowered.com/app/287700/METAL_GEAR_SOLID_V_THE_PHANTOM_PAIN/,METAL GEAR SOLID V: THE PHANTOM PAIN
638,"“METAL SLUG 3”, the masterpiece in SNK’s emblematic 2D run & gun action shooting game series, still continues to fascinate millions of fans worldwide to this day for its intricate dot-pixel graphics, and simple and intuitive game controls!",https://store.steampowered.com/app/250180/METAL_SLUG_3/,METAL SLUG 3
639,"MURDERED: SOUL SUSPECT™ takes players into a whole new realm of mystery where the case is personal and the clues just out of reach, challenging gamers to solve the hardest case of all… their own murder.",https://store.steampowered.com/app/233290/Murdered_Soul_Suspect/,MURDERED: SOUL SUSPECT™
640,Think fast and hang on to your ride as you take independent control of the rider and take the ultimate test of mettle. Dual controls let you tear it up with death-defying tricks and high-flying freestyle action. Fight for traction and dig up the track to leave your mark.,https://store.steampowered.com/app/55140/MX_vs_ATV_Reflex/,MX vs. ATV Reflex
641,"Machinarium is the award-winning independent adventure game developed by the makers of Samorost series, Botanicula and CHUCHEL. Help Josef the robot save his girlfriend Berta kidnapped by the Black Cap Brotherhood gang!",https://store.steampowered.com/app/40700/Machinarium/,Machinarium
642,"Play as Mad Max, a reluctant hero and survivor who wants nothing more than to leave the madness behind and find solace.",https://store.steampowered.com/app/234140/Mad_Max/,Mad Max
643,"Vito Scaletta has started to make a name for himself on the streets of Empire Bay as someone who can be trusted to get a job done. Together with his buddy Joe, he is working to prove himself to the Mafia, quickly escalating up the family ladder with crimes of larger reward, status and consequence… the life as a wise guy isn’t quite as...",https://store.steampowered.com/app/50130/Mafia_II_Classic/,Mafia II (Classic)
644,"An inadvertent brush with the mob thrusts cabdriver Tommy Angelo into the world of organized crime. Initially uneasy about falling in with the Salieri family, the rewards become too big to ignore.",https://store.steampowered.com/app/1030840/Mafia_Definitive_Edition/,Mafia III: Definitive Edition
645,"Inkulinati is an ink-based strategy straight from medieval manuscripts, where a rabbit’s bum can be deadlier than a dog's sword. Become a master of the Living Ink, build your own bestiary, defeat medieval superstars and collect perks to unleash hidden powers.",https://store.steampowered.com/app/957960/Inkulinati/,Magic Duels
646,"You have been invited to attend a magical school. You can make new friends, learn spells, face exams, run for class office, and try to find a date for the May Day Ball.",https://store.steampowered.com/app/211340/Magical_Diary_Horse_Hall/,Magical Diary: Horse Hall
647,"Explore, craft, and survive in this Multiplayer RPG Platformer with permanent death! Featuring many Rogue-like elements, Magicite randomly generates each underground dungeon for you and your friends to delve deep into.",https://store.steampowered.com/app/268750/Magicite/,Magicite
648,"Magicka is a satirical action-adventure game set in a rich fantasy world based on Norse mythology. The player assumes the role of a wizard from a sacred order tasked with stopping an evil sorcerer who has thrown the world into turmoil, his foul creations besieging the forces of good.",https://store.steampowered.com/app/42910/Magicka/,Magicka
649,"The world’s most irreverent co-op action adventure returns! In the next chapter of Magicka, players ascend from the ruins of Aldrheim to experience a Midgård almost wiped free of Wizards after the Wizard Wars, with the few that do remain having either gone mad or extremely hostile toward all others",https://store.steampowered.com/app/238370/Magicka_2/,Magicka 2
650,A Pro-Donald Trump presidential simulation. Make America Rich Again through trade. Make America Safe again by Defeating ISIS. Make America Great Again!,https://store.steampowered.com/app/515040/Make_America_Great_Again_The_Trump_Presidency/,Make America Great Again: The Trump Presidency
651,"Explore Mandagon, a world inspired by Tibetan theology and philosophy. With a focus on life and death, discover what it means to make a true sacrifice . . .",https://store.steampowered.com/app/461560/MANDAGON/,Mandagon
652,This content requires the base game DJMAX RESPECT V on Steam in order to play.,https://store.steampowered.com/app/1782170/DJMAX_RESPECT_V__NEXON_PACK/,MapleStory
653,"In Mark of the Ninja, you'll know what it is to truly be a ninja. You must be silent, agile and clever to outwit your opponents in a world of gorgeous scenery and flowing animation. Marked with cursed tattoos giving you heightened senses, every situation presents you with options.",https://store.steampowered.com/app/214560/Mark_of_the_Ninja/,Mark of the Ninja
654,"A new breed of WARRIOR returns, committed to destroying the enemies of FREEDOM When ONE angry man, has a world to protect - There is only ONE future – HIS OWN No-nonsense hero Marlow never shied away from danger or trouble. But now he faces his ULTIMATE challenge.",https://store.steampowered.com/app/249680/Marlow_Briggs_and_the_Mask_of_Death/,Marlow Briggs
655,"An Intense Cyberpunk Rpg On the Red Planet! Mars War Logs takes you to Mars, nearly a century after the cataclysm that threw the planet and its colonists into chaos. Water has become the most precious resource on the arid red planet, with a few companies fighting a perpetual war for its control.",https://store.steampowered.com/app/232750/Mars_War_Logs/,Mars: War Logs
656,,https://store.steampowered.com/search/?term=Marvel+Heroes+Omega,Marvel Heroes Omega
657,"The best in Match 3 puzzle gameplay meets Marvel's biggest Super Heroes and Super Villains with deep RPG leveling, player-vs-player tournaments, Alliances, and much more! It's time to unleash your inner Super Hero and wage war against your enemies!",https://store.steampowered.com/app/234330/MARVEL_Puzzle_Quest/,Marvel Puzzle Quest
658,"As Commander Shepard, you lead an elite squad on a heroic, action-packed adventure throughout the galaxy.",https://store.steampowered.com/app/17460/Mass_Effect_2007/,Mass Effect (2007)
659,"Recruit. Explore. Control.Two years after Commander Shepard repelled invading Reapers bent on the destruction of organic life, a mysterious new enemy has emerged. On the fringes of known space, something is silently abducting entire human colonies.",https://store.steampowered.com/app/24980/Mass_Effect_2_2010/,Mass Effect 2 (2010)
660,The ascendant spacefaring 4X strategy game returns! A new chapter in the epic Master of Orion saga is poised to once again capture the imaginations of millions of gamers.,https://store.steampowered.com/app/298050/Master_of_Orion/,Master of Orion
661,Max Gentlemen is an arcade-style extreme manners simulator about stacking hats.,https://store.steampowered.com/app/257710/Max_Gentlemen/,Max Gentlemen
662,"No longer a New York City cop, Max Payne moves to São Paulo to protect a wealthy family in an effort to finally escape his troubled past. This complete edition of Max Payne 3 includes the complete original game and all previously released downloadable content.",https://store.steampowered.com/app/204100/Max_Payne_3/,Max Payne
663,"Max Payne 2: The Fall of Max Payne is a violent, film-noir love story. Dark, tragic and intense, the in-depth story is a thrill-ride of shocking twists and revelations. Love hurts.",https://store.steampowered.com/app/12150/Max_Payne_2_The_Fall_of_Max_Payne/,Max Payne 2: The Fall of Max Payne
664,"No longer a New York City cop, Max Payne moves to São Paulo to protect a wealthy family in an effort to finally escape his troubled past. This complete edition of Max Payne 3 includes the complete original game and all previously released downloadable content.",https://store.steampowered.com/app/204100/Max_Payne_3/,Max Payne 3
665,McPixel is a save-the-day guy that you guide through 100 short challenges to prevent stuff from blowing up. You have only 20 seconds to save the day! Think quick!,https://store.steampowered.com/app/220860/McPixel/,McPixel
